tourist_destination,review_post
BenCab Museum,A great place to unwind with your family and by taking a walk there will definitely destresses​ your soul!
BenCab Museum,"It's a homey museum with little farm, garden and restaurant. The mountain tricking is a plus itinerary while inside BenCab.Will bring visitors for sure."
BenCab Museum,"Many awesome reviews about the place so I'll just write about how to get there on public transport. Go visit. It's worth it.About 90 pesos to get there from Session Road in Baguio via taxi. Some charge a contract price. Highest I heard of was 250. I left that taxi and just waited for another.To go back to the city from BenCab, one can either wait for a taxi which is rare or just walk back a little bit maybe 5-10mins and get on a public jeep at St Joseph's Church. Fare is just 11 pesos. There's sometimes a jeep waiting and sometimes you just have to wait for one to come."
BenCab Museum,Nice local art! …More
BenCab Museum,Wonderful scenery and artworks. The food is delicious as well
BenCab Museum,"Beautiful and educational place. Fare from city through jeepney is just 11 pesos but youll have to walk a bit, it's manageable dont worry."
BenCab Museum,A must-see place in Benguet ❤
BenCab Museum,My son loves the pond with the gazebo.. we sometimes spend an hour or so feeding the muktiple koi fishes and a few ducks while seated on the bridge..I love how it celebrates life thru art and nature.
BenCab Museum,You must go here whenever you're in Baguio. …More
BenCab Museum,This is my fifth visit and I still enjoyed the place. Pretty stoked to also see BenCab sipping a drink at Cafe Sabel.
BenCab Museum,Very nice small museum. Good artworks. And yummy cafe food. Also features an eco park about 1 hour trecking trail hiking.
BenCab Museum,Great museum for native and modern arts.
BenCab Museum,"Amazing art works, breathtaking view of mountains, clean premises and most of all super delicious food. Will definitely come back whenever we go to Baguio."
BenCab Museum,"Interesting collection of artworks, has an affordable resto and nice scenery and garden"
BenCab Museum,Art gallery was very spacious and laid out in separate floors in a very organized way.
BenCab Museum,Outstanding. Needs more then just one visit.
BenCab Museum,Some very chili art from Philippine artists. If you around it's worth a trip. Only takes a few hours to go trough. Beautiful garden.
BenCab Museum,This is an art gallery...A collection of beautiful and full of messages paintings and sculpture.It has a cafe which is called cafe Isabel which offers delectable cuisine..
BenCab Museum,"Very nice place to explore and the mountain view is breath taking, there's  restaurant in the building and their display of arts are amazing."
BenCab Museum,Great for lovers of art. There's a Cafe/Resto too.
BenCab Museum,Overprized entrance for such a remote place to visit
BenCab Museum,Great museum showcasing a great artist. Lots of locally sourced relics are on display as well. Definitely pass by the area if you are a fan of art.
BenCab Museum,It was refreshing to be at the museum. Artworks were one of a kind. I just wish they would have an escalator goiung up. It eas a challenge to walk up four floors.
BenCab Museum,This is more than a museum. Make sure you bring your cameras (or have your phones charged) as tons of instagram-able photos can be taken.
BenCab Museum,"The cabs are very cheap, you can ride a cab from City proper to Bencab and the fare is roughly 90php (depending on the traffic). Good place sans the cafe area where everything is overrated and overpriced."
BenCab Museum,Houses perhaps one of the largest collections of Bul' ul and Coldillera Arts.
BenCab Museum,Even non art enthusiasts like me will love BenCab Museum! 😃I visited BenCab Museum after standing for many hours from the Panagbenga parade. Visitors can surely relax at BenCab Museum.
BenCab Museum,Ben Cab should really be a national artist.  His art encompasses almost all deep sorrows as well as the joys of living.  I envy his passion for nature preservation and making it available as an art.
BenCab Museum,Its a 15 min ride from the city. Great place for people who likes arts. There's a cafe quite expensive but the taste worth the money.
BenCab Museum,"Fusion of art and Cordilleran artifacts. Such a surreal museum. It's a museum with an attitude, a sort of mysterious bite but with a spit of calmness and serenity."
BenCab Museum,"Although difficult to get to, it's well worth the long drive up the hill. Check out the cafe downstairs.. there's some tasty treats awaiting you."
BenCab Museum,"The place was great, plus the Coffee shophad good food at a fair price, over all It was worth the Falling in linebefore you can enter the museum, before I forget there isan entrance fee."
